source_record_id,n_extractions,books,title,drugs_conflict,symptoms_conflict,syndrome_conflict,op_related_conflict,relevance_conflict,first_not_highest_quality,first_has_no_drug_but_others_do,union_herbs
25a4b5002146681a7c3c6e7460c22480,2,古今图书集成医部全录009（211-302）,补肝丸　治肾虚骨痿，阴冷如冰，并阴汗两脚痿弱无力。,False,True,False,False,False,False,False,补肝丸
2662863d4ac0ca4883426d36ff786cb6,32,黄帝八十一难经纂图句解,骨痿少气。,True,True,True,False,False,True,False,二贤散;大七气汤;大枣;奔豚丸;奔豚汤;木香梹榔散;桂枝;桂枝加桂汤;甘草;茯苓
2669643e900ae63cfd8e486099c0fbfd,2,"古今图书集成医部全录002（1-46,素问）",【 张志聪曰：伯言治痿之法，虽取阳明，而当兼取其五脏之荥俞也。各补其荥者，补五脏,False,False,False,False,False,False,False,
272ac1c230523a4d470d7da0c320ef94,4,重订通俗伤寒论,筋缓不能自收持。五损损于肾。肾主骨。故骨痿不能起于床。肾司二便。故二便不禁，此先,True,True,True,False,False,True,False,六味地黄丸;左归丸
276892d812fad7ec41143b83377847d3,3,普济方（四库本1-60卷）,芍药散　治骨虚冷痛倦怠【方见本门骨极类】,False,True,False,False,False,True,False,芍药散
27a0070334225c2db2bb5d74e833d31a,2,"古今图书集成医部全录010（303-358,内科、伤寒）",传尸劳瘵，皆心受病，气血凝结，故有成虫者。盖由饮食酒色，忧思丧真，遂至于此。凡虫,False,False,False,False,False,False,False,
27a5b422fde3a7cfd969160fd6e45d62,13,普济方（四库本361-426卷）,头目晕　　　膀胱　　　筋挛骨痹　　　　肝胃,True,True,True,False,False,True,True,当归丸;当归没药丸;当归没药散;当归灵没丸
27ecb2865068722458c511c8a8ffdd62,2,古今图书集成医部全录,肾之积名曰贲豚，发于少腹，上至心下若豚状，或上或下，无时。久不已，令人喘逆骨痿少,False,True,True,False,True,False,False,
287cd7533f6b3de1f89910dbd559b815,2,古今图书集成医部全录008（175-210）,【 注　临川陈先生云，医风先医血，血行风自灭。盖肝藏血而主风，又肝气为阳为火，肝,False,False,False,False,False,False,False,
2907938c46c696562281373b588a65bb,2,伤科汇纂,《纲目》：治筋断骨折，用骨碎补捣筛，煮黄米粥和裹伤处有效。如瘀痛，用续断煮汁内服,True,False,False,False,False,False,False,接骨木、当归、芍药、乳香、自然铜合方;神授散;续断;骨碎补
29309a3e8d522249ed2712b9c32f21fd,3,古今名医汇粹,骨痹即寒痹，痛痹也，痛苦切心，四肢挛急，关节浮肿，五积散主之。,True,False,True,True,False,False,False,五积散;加减五积散;升麻汤;如意通圣散;桂心散;没药散;神效黄芪汤;虎骨丸;防风汤
294733cce694206094f647aca2bc0b09,6,普济方（四库本301-360卷）,治打扑伤损或骨折者,True,True,False,True,False,False,False,未展荷叶;白及末;白芨末;童便;荷叶;葱白;蜜;韭汁;韭菜汁
2a532b76f18b8c32c8640c4bbff7b383,4,灵枢识,简案、举。合也。谓支节尽痛。马云骨痹已成节。不能举而痛。非也。马又依一本改阴作阳,False,False,True,True,False,False,False,
2a5cb5120db144e437868aa0cb0fdb93,2,普济方,x按摩法疗骨蒸方 x 上患 等病。必瘦。脊骨自出。以壮丈夫屈手头指。及中指。夹患,True,True,False,False,False,False,True,大青竹筒
2a663b753e1238f5eb51e7acab149317,6,外科全生集,<span style='font-weight:bold;'>跌打骨断,True,True,True,True,False,False,False,乳香;地鳖虫;大黄;寄生;广皮;故纸;杜仲;桃仁;没药;猴骨;白芨;穿山甲;红花;肉桂;脱骨断筋方;自然铜;芒硝;虎骨;骨碎补;鹿筋;黄柏;黄米粥
2a9b6ea0063a03319d34d08bfac90fd0,4,医学纲目,足少阴气绝则骨枯，少阴者，冬脉也，伏行而濡骨髓者也，故骨不濡则肉不能着也。骨肉不,False,True,True,False,False,True,False,
2ab075e9d19e0fdb4ea7fb943e2b5248,2,古今图书集成医部全录,骨痿,True,True,True,False,False,True,False,清暑益气汤;龙骨丸
2ac613feb5aedb14891991c673623644,9,类经,虚邪之中人也，洒淅动形，起毫毛而发腠理。其入深，内搏于骨，则为骨痹。搏于筋，则为,False,True,True,True,True,False,False,
2af1627e3b8e83166a2168eaf4561c3b,2,普济方（四库本301-360卷）,治攧骨折伤方,True,False,False,False,False,False,False,栗子;糯米;麻皮;黑豆
2b526eaedaacedd5d8c71ec89bfd09c5,3,范中林六经辨证医案,【按语】本例属厥阴证骨痹。因患者原身体强壮，主要为暴力骨折后，寒湿乘隙深入筋骨，,True,False,False,False,False,False,False,不二丹;酒醴之剂
2b5f91de2b5b409d2567e106b2e1bc6e,13,景岳全书,《五癃津液别篇》曰：五谷之精液和合而为膏者，内渗入于骨空，补益脑髓，而下流于阴股,False,True,True,False,True,True,False,
2be0b8c2be48c054c566ec129b845414,5,永类钤方,【病证】冬为骨痹，骨重不举，不遂而痛，邪移于肾，其状善胀。,True,True,True,True,False,False,False,三痹汤;乌药顺气散;二妙苍蘗散;五积散;单豨莶丸;宣明升麻汤;川芎茯苓汤;当归拈痛汤;续断丸;羌活胜湿汤;蠲痹汤;越婢汤;防己黄芪汤;附子理中汤
2bf3a90371ea344eab5d78a428844b56,3,普济方（四库本301-360卷）,治骨折伤损法方,True,True,True,True,False,False,False,地黄;童子小便;苏枋;麻皮灰
2c76c7c4d0b5be00a90b9624d89a1b6a,2,针灸甲乙经校注,〔12〕精伤则骨酸痿厥　《太素》注：“精为骨髓之液，故精伤则骨酸痛及骨痿也。”,False,True,True,False,True,False,False,
2c905a14d38964864c3f0b10cf6101e5,2,普济方（四库本1-60卷）,地黄煎【出圣恵方】治骨极强骨髓令人健,True,False,False,False,True,False,False,丹参;地黄煎;当归;桑寄生;牛膝;狗脊;生地黄;羊髓;防风;鹿角胶;黄芪
2cb74b6079e0065b0e339a9908b01e5a,2,黄帝八十一难经纂图句解,然：足少阴气绝，即骨枯。,False,True,True,False,False,False,False,
2cd13622e852aa0381d2abb9dc8ca96c,8,全体病源类纂,《痹论》：以冬遇此风寒湿三气者，为骨痹（节）。骨痹不已，复感于邪，内舍于肾，则善,False,False,True,True,False,False,False,
2d80c6a6a486b6c1e01cccbbf26c9d65,2,圣济总录,治肾脏虚损，骨痿羸瘦。行坐无力。短气不足，腰背相引疼痛。石钟乳丸方,True,True,False,False,False,False,False,石钟乳丸方;鹿茸丸
2d9f0d62db7a5c035f51ffb652377f65,2,针灸甲乙经校注,譩嘻〔1〕，在肩髆〔2〕内亷，侠第六椎下两傍各三寸，以手按之痛，病者言譩嘻，是穴,False,True,True,False,True,False,False,
2f3069bb2fd109163b8e30e0e79411eb,3,千金要方（四库本）,阳辅　阳交　阳陵泉主髀枢膝骨痹不仁,False,True,True,True,False,True,False,
2f5d453cac968851d4daf87487e28a31,6,读素问钞,大骨枯愿大肉陷下肩髓内消。（缺盆深也。）,False,True,False,False,False,True,False,
2fa452bd3f254c6e3d00baf38ee4ef7d,2,"古今图书集成医部全录004（69-92,难经脉法）",【 注　肾为阴脏主骨，阴寒太甚，故为骨癫疾。肾为生气之原，正气虚寒，则为沉厥。虚,False,False,False,False,False,False,False,
2fa5f56c5e17586bc527d67a52b8d470,2,不居集,骨极之状，腰脊酸削，齿痛，手足烦痛，不欲行动。肾之所主，肉苁蓉、锁阳、虎骨。,True,False,True,False,True,False,True,肉苁蓉;虎骨;锁阳
30a5eef75c709cfb25ed27851be5fdae,2,孙真人备急千金要方（道藏本）,粟米：味咸，微寒，无毒。养肾气，去骨痹、热中，益气也。,True,True,False,False,False,False,False,粟米;陈粟米
312df1a901f81a92aaa070d9644d7ede,4,类经,怵惕思虑者则伤神，神伤则恐惧流淫而不止。悲哀动中者，竭绝而失主。喜乐者，神惮散而,False,True,False,False,True,True,False,
319cfd1c91b57f484de404d9722f986f,5,跌打损伤回生集,接骨紫金丹（治跌打骨折，瘀血攻心，发烧及昏不省人事）,True,True,True,False,False,True,True,接骨紫金丹;白及
31b975714df80b9f75bc5ad5ebccae65,3,难经集注,虞曰。今之五损损于肾。肾主骨故骨痿不能起于床。素问曰。肾热则腰脊不举。骨枯髓减。,True,True,False,False,False,False,False,麦冬
326804308ae072cf92d069f4d93c0dc7,6,针灸易学,目白，后太阳、光明、大骨空、小骨空。,False,False,True,True,True,True,False,
3378653b82d59cf5496aeae933c65b9e,2,普济方（四库本301-360卷）,干地黄散【出千金方】　治骨折筋断伤疼痛者,False,True,True,False,False,False,False,干地黄散
339a0d5b4a76a80ff8a72e251e8ba786,2,黄帝内经素问语译,"黄帝道:痿证是怎样引起的呢?岐伯说:肺是各种脏器之长,又是心脏的华盖。遇有失意的",False,False,False,False,False,True,False,
33f874f7e201fe74856e72969da69df6,2,丹溪手镜,劳 为咽噎，喘促嗽血唾血，腰痛骨痿阴痿，男小精，女不月，劳伤筋，为气耗，逸治劳。,False,True,True,False,False,False,False,
340415656674969d4be4dfd2023d166d,2,针灸甲乙经,曰：何以知其皮肉血气筋骨之病也？曰：色起两眉间薄泽者，病在皮。唇色青黄赤白黑者，,False,False,False,False,False,False,False,
341ece2a36b6d691ac95e025c8b928eb,2,黄帝内经素问详注直讲全集,帝曰：治之奈何？岐伯曰：各补其荥而通其俞，调其虚实，和其逆顺。筋脉骨肉，各以其时,False,False,False,False,False,False,False,
3438f39802d24ab471c1febfc6dd7d02,6,圣济总录,治骨极腰脊痛，不能久立，发堕齿槁，手足疼甚，骨碎补丸方,True,True,True,False,True,True,False,木瓜丸;木瓜汤;肾沥汤;骨碎补丸
346eda1a34eab2255d829abbadbba585,2,灵枢识,张云：其最深者。内伤于骨。是为骨蚀。谓侵蚀及骨也。,False,False,True,False,False,False,False,
34734fb42a2188ea38c48e103b5ab6cf,2,"古今图书集成医部全录002（1-46,素问）",【 张志聪曰：气街即气冲，系足阳明经穴，在少腹毛中两旁各二寸横骨之两端。冲脉并足,False,False,False,False,True,False,False,
347392942efd000f84901f5d49696930,3,古今图书集成医部全录009（211-302）,【 注　远行劳倦则伤肾，逢大热则暑暍伤阴，渴则阴液内竭，是以阳热之气，内伐其阴，,False,True,False,False,False,False,False,
351590ee0a9fd1fc7d251550d55c96c1,3,黄帝内经灵枢略,黄帝问曰：余闻人有精气津液血脉，余意以为一气耳。今乃辩为六名，余不知所以，愿闻何,False,True,True,False,True,False,False,
